,X,Director,Category,Cast1,Cast2,Cast3,Duration,Rating
230,4,David Dobkin,Comedy | Romance,Owen Wilson,Vince Vaughn,Rachel McAdams,119 mins.,7
231,6,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
232,7,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
233,8,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
234,9,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
235,18,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
236,19,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
237,24,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
238,27,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
239,28,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
240,29,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
241,33,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
242,34,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
243,39,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
244,41,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
245,43,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
246,44,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
247,45,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
248,47,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
249,48,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
250,1,Ridley Scott,Action | Adventure | Drama | History | War,Orlando Bloom,Eva Green,Liam Neeson,144 mins.,7.2
251,2,Ang Lee,Drama | Romance,Jake Gyllenhaal,Heath Ledger,Michelle Williams,134 mins.,7.7
252,3,David Dobkin,Comedy | Romance,Owen Wilson,Vince Vaughn,Rachel McAdams,119 mins.,7
253,5,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
254,6,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
255,7,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
256,8,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
257,17,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
258,18,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
259,23,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
260,26,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
261,27,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
262,28,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
263,32,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
264,33,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
265,38,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
266,40,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
267,42,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
268,43,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
269,44,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
270,46,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
271,47,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
272,1,Ang Lee,Drama | Romance,Jake Gyllenhaal,Heath Ledger,Michelle Williams,134 mins.,7.7
273,2,David Dobkin,Comedy | Romance,Owen Wilson,Vince Vaughn,Rachel McAdams,119 mins.,7
274,4,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
275,5,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
276,6,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
277,7,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
278,16,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
279,17,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
280,22,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
281,25,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
282,26,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
283,27,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
284,31,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
285,32,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
286,37,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
287,39,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
288,41,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
289,42,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
290,43,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
291,45,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
292,46,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
293,1,David Dobkin,Comedy | Romance,Owen Wilson,Vince Vaughn,Rachel McAdams,119 mins.,7
294,3,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
295,4,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
296,5,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
297,6,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
298,15,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
299,16,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
300,21,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
301,24,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
302,25,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
303,26,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
304,30,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
305,31,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
306,36,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
307,38,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
308,40,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
309,41,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
310,42,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
311,44,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
312,45,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
313,50,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
314,2,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
315,3,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
316,4,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
317,5,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
318,14,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
319,15,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
320,20,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
321,23,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
322,24,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
323,25,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
324,29,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
325,30,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
326,35,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
327,37,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
328,39,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
329,40,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
330,41,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
331,43,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
332,44,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
333,49,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
334,1,Judd Apatow,Comedy | Romance,Steve Carell,Catherine Keener,Paul Rudd,116 mins.,7.2
335,2,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
336,3,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
337,4,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
338,13,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
339,14,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
340,19,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
341,22,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
342,23,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
343,24,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
344,28,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
345,29,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
346,34,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
347,36,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
348,38,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
349,39,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
350,40,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
351,42,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
352,43,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
353,48,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
354,1,Joss Whedon,Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,119 mins.,8
355,2,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
356,3,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
357,12,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
358,13,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
359,18,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
360,21,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
361,22,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
362,23,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
363,27,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
364,28,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
365,33,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
366,35,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
367,37,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
368,38,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
369,39,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
370,41,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
371,42,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
372,47,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
373,1,Rian Johnson,Crime | Drama | Mystery | Thriller,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,110 mins.,7.4
374,2,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
375,11,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
376,12,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
377,17,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
378,20,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
379,21,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
380,22,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
381,26,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
382,27,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
383,32,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
384,34,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
385,36,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
386,37,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
387,38,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
388,40,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
389,41,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
390,46,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
391,1,Julian Jarrold,Comedy | Drama | Music,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,107 mins.,7
392,10,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
393,11,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
394,16,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
395,19,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
396,20,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
397,21,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
398,25,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
399,26,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
400,31,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
401,33,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
402,35,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
403,36,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
404,37,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
405,39,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
406,40,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
407,45,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
408,9,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
409,10,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
410,15,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
411,18,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
412,19,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
413,20,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
414,24,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
415,25,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
416,30,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
417,32,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
418,34,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
419,35,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
420,36,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
421,38,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
422,39,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
423,44,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
424,50,Chris Columbus,Drama | Musical | Romance,Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson,135 mins.,7
425,8,Neil Marshall,Adventure | Horror,Shauna Macdonald,Natalie Mendoza,Alex Reid,99 mins.,7.2
426,9,James Mangold,Biography | Drama | Music | Romance,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,136 mins.,7.9
427,14,Woody Allen,Drama | Romance | Thriller,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,124 mins.,7.7
428,17,Lexi Alexander,Crime | Drama | Sport,Elijah Wood,Charlie Hunnam,Claire Forlani,109 mins.,7.5
429,18,Steven Spielberg,Drama | History | Thriller,Eric Bana,Daniel Craig,Marie-Josée Croze,164 mins.,7.6
430,19,Shane Black,Comedy | Crime | Mystery,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,103 mins.,7.6
431,23,Ron Howard,Biography | Drama | Sport,Russell Crowe,Renée Zellweger,Craig Bierko,144 mins.,8
432,24,Lasse Hallström,Drama,Jennifer Lopez,Robert Redford,Morgan Freeman,108 mins.,7
433,29,Jim Jarmusch,Comedy | Drama | Mystery | Romance,Bill Murray,Jessica Lange,Sharon Stone,106 mins.,7.2
434,31,Tim Burton,Animation | Fantasy | Musical | Romance,Mike Johnson,Johnny Depp,Helena Bonham Carter,77 mins.,7.4
435,33,David Slade,Crime | Drama | Thriller,Patrick Wilson,Ellen Page,Sandra Oh,104 mins.,7.1
436,34,David Cronenberg,Crime | Drama | Thriller,Viggo Mortensen,Maria Bello,Ed Harris,96 mins.,7.5
437,35,Rob Marshall,Drama | Romance,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,145 mins.,7.3
438,37,Thomas Carter,Drama | Sport,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,136 mins.,7.2
439,38,Andrew Niccol,Crime | Drama | Thriller,Nicolas Cage,Ethan Hawke,Jared Leto,122 mins.,7.6
440,43,Sam Mendes,Action | Drama | War,Jake Gyllenhaal,Jamie Foxx,Lucas Black,125 mins.,7.1
